artist,song,duration_ms,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Mario,Let Me Love You,256733,2004,72,0.656,0.578,-8.97,0.0922,0.235,0.0,0.118,0.556,94.514,"pop, R&B"
Rihanna,Pon de Replay,246960,2005,77,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,"hip hop, pop, R&B"
The Pussycat Dolls,Don't Cha,272080,2005,72,0.875,0.631,-3.475,0.099,0.00542,2.54e-06,0.127,0.549,120.003,"pop, R&B"
Daniel Powter,Bad Day,233640,2005,74,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,pop
Akon,Bananza (Belly Dancer),238493,2004,28,0.878,0.699,-5.897,0.132,0.0345,3.37e-06,0.755,0.666,104.838,pop
Madonna,Hung Up,337733,2005,74,0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop
Crazy Frog,Axel F,168879,2005,67,0.86,0.907,-3.321,0.0407,0.279,0.693,0.0648,0.786,138.045,pop
Sean Paul,We Be Burnin',213066,2005,59,0.95,0.803,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0,"hip hop, pop"
Gwen Stefani,Rich Girl,236213,2004,68,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,"pop, R&B"
The Chemical Brothers,Galvanize,393813,2005,63,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003,Dance/Electronic
Chris Brown,Run It! (feat. Juelz Santana),229866,2005,71,0.846,0.482,-6.721,0.129,0.0246,0.0,0.393,0.212,100.969,"hip hop, pop, R&B"
Mariah Carey,It's Like That,203360,2005,0,0.8,0.633,-4.875,0.0514,0.0901,0.0,0.0315,0.836,95.953,"pop, R&B"
Black Eyed Peas,My Humps,326960,2005,67,0.802,0.682,-5.924,0.222,0.111,1.39e-05,0.109,0.586,123.95,"hip hop, pop"
Ciara,Oh (feat. Ludacris),256346,2004,61,0.8,0.496,-7.135,0.0506,0.000298,0.0,0.0697,0.357,128.29,"pop, R&B"
Jennifer Lopez,Get Right,225533,2005,65,0.741,0.759,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084,"hip hop, pop, R&B"
Gorillaz,Feel Good Inc.,222640,2005,82,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop
Black Eyed Peas,Don't Phunk With My Heart,239773,2005,62,0.69,0.928,-2.76,0.061,0.00937,0.0,0.547,0.604,130.889,"hip hop, pop"
Bodyrockers,I Like The Way - Radio Edit,200053,2005,54,0.642,0.851,-3.638,0.0431,0.0248,0.0146,0.084,0.777,127.988,"rock, Dance/Electronic"
Sugababes,Push The Button,218093,2005,64,0.962,0.66,-5.096,0.061,0.0485,0.0,0.076,0.814,126.016,"pop, R&B"
Shakira,La Tortura (feat. Alejandro Sanz),212893,2005,72,0.74,0.783,-5.367,0.0427,0.0297,0.000308,0.123,0.812,100.011,"pop, latin"
Gorillaz,DARE,244999,2005,73,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop
Robbie Williams,Tripping,276603,2005,58,0.666,0.922,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014,"pop, rock"
Rob Thomas,Lonely No More,226640,2005,56,0.551,0.896,-3.152,0.109,0.033,0.0,0.0899,0.858,171.79,"pop, Folk/Acoustic"
Brian McFadden,Almost Here,229826,2004,42,0.561,0.452,-7.324,0.0336,0.409,0.0,0.106,0.316,77.984,set()
Bobby V.,"Slow Down - 12"" Version",258666,2005,65,0.568,0.732,-4.896,0.103,0.179,4.92e-06,0.401,0.626,186.048,"hip hop, pop, R&B"
Backstreet Boys,Incomplete,239586,2005,63,0.437,0.589,-4.834,0.0331,0.231,0.0,0.0768,0.165,133.631,pop
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,2005,41,0.905,0.55,-7.558,0.372,0.0628,0.0,0.0644,0.52,100.813,"hip hop, pop"
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573,2004,63,0.878,0.417,-6.799,0.361,0.0444,0.0,0.0833,0.904,77.49,"pop, R&B"
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,2005,52,0.939,0.498,-10.94,0.161,0.0444,0.00128,0.0475,0.801,113.053,"pop, R&B"
Amerie,1 Thing,238746,2008,52,0.636,0.946,-4.683,0.332,0.115,3.75e-05,0.0416,0.891,125.085,"hip hop, pop, R&B"
Franz Ferdinand,Do You Want To,215000,2005,61,0.412,0.944,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock
Natalie Imbruglia,Shiver,222653,2005,52,0.489,0.798,-4.49,0.0316,0.00115,2.81e-06,0.149,0.309,94.163,"pop, Folk/Acoustic"
Thirty Seconds To Mars,The Kill,231533,2005,74,0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,rock
Alicia Keys,Karma,256000,2003,50,0.727,0.736,-6.203,0.0615,0.0743,0.00311,0.0348,0.687,85.098,"pop, R&B"
Craig David,Don't Love You No More (I'm Sorry),243986,2005,56,0.636,0.558,-7.076,0.0245,0.462,0.0,0.062,0.572,100.113,"hip hop, pop, R&B"
Katie Melua,Nine Million Bicycles,197160,2005,60,0.534,0.247,-15.636,0.0322,0.516,0.00859,0.122,0.344,82.168,"pop, easy listening, jazz"
Mariah Carey,Don't Forget About Us - Radio Edit,233866,2005,0,0.7,0.529,-6.816,0.0395,0.0422,0.0,0.101,0.386,143.555,"pop, R&B"
Will Smith,Switch,197666,2020,34,0.873,0.9,-4.325,0.18,0.0107,0.000502,0.556,0.478,102.516,"hip hop, pop"
Bow Wow,Like You (feat. Ciara),205840,2005,66,0.714,0.6,-8.365,0.0876,0.0465,0.0,0.0646,0.504,82.017,"hip hop, pop, R&B"
Kaiser Chiefs,Everyday I Love You Less And Less,217706,2005,58,0.49,0.956,-4.556,0.0407,0.00466,6.15e-06,0.242,0.577,160.028,rock
Kelly Clarkson,Behind These Hazel Eyes,198973,2004,59,0.548,0.889,-4.682,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B"
Black Eyed Peas,Don't Lie,219000,2005,61,0.662,0.785,-5.299,0.186,0.16,0.0,0.0784,0.604,89.885,"hip hop, pop"
Westlife,You Raise Me Up,241066,2005,1,0.129,0.358,-6.596,0.0314,0.631,0.0,0.0886,0.172,75.048,pop
Ray J,One Wish,337640,2005,62,0.525,0.652,-7.042,0.28,0.278,0.0,0.339,0.602,127.673,"hip hop, pop, R&B"
Papa Roach,Scars,208199,2004,60,0.455,0.929,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782,"rock, metal"
Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,2006,71,0.535,0.948,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183,rock
Shayne Ward,That's My Goal,219600,2006,1,0.286,0.508,-5.966,0.0336,0.372,0.0,0.27,0.14,68.637,pop
Bow Wow,Let Me Hold You (feat. Omarion),248493,2005,62,0.815,0.662,-8.244,0.199,0.0915,0.000409,0.0898,0.611,151.518,"hip hop, pop, R&B"
Kaiser Chiefs,I Predict A Riot,233186,2005,63,0.395,0.979,-3.241,0.0766,0.0243,0.0,0.12,0.41,158.842,rock
Usher,Caught Up,224640,2004,61,0.817,0.806,-4.606,0.0623,0.027,9e-06,0.119,0.805,110.086,"hip hop, pop, R&B"
Kelly Clarkson,Because of You,219493,2004,71,0.587,0.583,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92,"pop, R&B"
3 Doors Down,Let Me Go,243053,2012,52,0.478,0.863,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004,"pop, rock, metal"
Nickelback,Photograph,258920,2005,67,0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916,"rock, metal"
T-Pain,I'm Sprung,231040,2005,0,0.722,0.329,-11.617,0.108,0.088,0.0,0.081,0.166,99.991,"hip hop, pop, R&B"
Destiny's Child,Cater 2 U,245400,2004,58,0.605,0.584,-7.043,0.197,0.286,0.0,0.235,0.464,125.802,"pop, R&B"
The Pussycat Dolls,Stickwitu,207506,2005,67,0.548,0.554,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918,"pop, R&B"
Ryan Cabrera,True,204173,2004,62,0.598,0.4,-10.054,0.0241,0.459,0.0,0.151,0.369,96.938,pop
Stereophonics,Dakota,297426,2005,69,0.506,0.93,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994,"rock, pop"
Coldplay,Speed of Sound,287906,2005,69,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop"
KT Tunstall,Suddenly I See,201706,2005,71,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38,"World/Traditional, pop, Folk/Acoustic"
Destiny's Child,Girl,224146,2004,55,0.567,0.747,-6.019,0.105,0.31,0.0,0.04,0.556,89.036,"pop, R&B"
Kelly Clarkson,Since U Been Gone,188960,2004,71,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B"
U2,Sometimes You Can't Make It On Your Own,305080,2004,56,0.53,0.597,-5.652,0.0247,0.00275,0.473,0.105,0.346,96.0,"World/Traditional, rock"
The All-American Rejects,Dirty Little Secret,193653,2005,65,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop"
Toby Keith,As Good As I Once Was,227840,2005,67,0.68,0.87,-4.461,0.0393,0.266,0.0,0.109,0.646,119.075,country
Gwen Stefani,Cool,189333,2004,59,0.709,0.721,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019,"pop, R&B"
Foo Fighters,Best of You,255626,2005,76,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,"rock, metal"
Shakira,Hips Don't Lie (feat. Wyclef Jean),218093,2005,82,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,"pop, latin"
Sean Paul,Temperature,218573,2005,78,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,"hip hop, pop"
Beyoncé,Irreplaceable,227853,2007,70,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868,"pop, R&B"
Amy Winehouse,Rehab,214946,2006,71,0.407,0.558,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,R&B
Rihanna,SOS,238920,2006,73,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046,"hip hop, pop, R&B"
Gnarls Barkley,Crazy,177466,2006,74,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,"hip hop, R&B"
Nelly Furtado,Maneater,258893,2006,79,0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722,"hip hop, pop, latin"
Bob Sinclar,Rock This Party - Everybody Dance Now,245466,2006,69,0.893,0.823,-3.708,0.122,0.0714,0.0,0.0509,0.902,128.009,"pop, Dance/Electronic"
Madonna,Sorry,281880,2005,61,0.589,0.877,-6.229,0.046,0.00121,0.013,0.169,0.443,132.971,pop
Black Eyed Peas,Pump It,213066,2005,75,0.648,0.931,-3.15,0.181,0.00937,0.0,0.752,0.744,153.649,"hip hop, pop"
Nelly Furtado,Promiscuous,242293,2006,82,0.808,0.97,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,"hip hop, pop, latin"
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,150533,2015,39,0.814,0.923,-4.525,0.229,0.0154,0.154,0.0862,0.518,127.919,"pop, Dance/Electronic"
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243880,2006,58,0.711,0.761,-3.04,0.225,0.067,0.0,0.041,0.718,95.824,"hip hop, pop"
The Pussycat Dolls,Buttons,225560,2005,68,0.565,0.817,-4.338,0.27,0.152,0.0,0.247,0.477,210.851,"pop, R&B"
Ciara,Get Up (feat. Chamillionaire),261880,2006,59,0.964,0.595,-6.887,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,"pop, R&B"
Cherish,Do It To It,226293,2006,65,0.826,0.67,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007,"hip hop, pop, R&B"
Muse,Supermassive Black Hole,212439,2006,75,0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0,rock
Chris Brown,Gimme That,186826,2005,63,0.678,0.572,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,"hip hop, pop, R&B"
Infernal,From Paris to Berlin,209666,2004,57,0.741,0.869,-6.534,0.0816,0.096,0.0,0.0396,0.839,126.069,pop
Cassie,Me & U,192213,2006,73,0.803,0.454,-4.802,0.0294,0.352,0.0,0.0655,0.739,99.99,"pop, R&B"
The Pussycat Dolls,Beep,229360,2005,57,0.938,0.735,-6.382,0.0434,0.00952,0.0,0.0998,0.55,103.7,"pop, R&B"
Lil Jon,Snap Yo Fingers,274386,2006,67,0.835,0.757,-5.029,0.23,0.00647,0.0,0.29,0.626,82.038,"hip hop, pop"
Armand Van Helden,My My My - Radio Edit,190000,2006,40,0.678,0.768,-8.502,0.137,0.0195,0.00866,0.0322,0.758,127.51,"pop, Dance/Electronic"
Shayne Ward,No Promises,223066,2006,1,0.5,0.498,-6.087,0.026,0.527,0.0,0.123,0.182,79.798,pop
Justin Timberlake,My Love (feat. T.I.),276160,2006,72,0.771,0.68,-5.881,0.224,0.277,1.18e-05,0.682,0.808,119.952,pop
Nickelback,Savin' Me,219320,2005,65,0.441,0.815,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007,"rock, metal"
Nelly,Grillz,271160,2005,60,0.867,0.504,-7.737,0.241,0.0358,0.0,0.307,0.84,82.996,"hip hop, pop, R&B"
Take That,Patience,202066,2006,64,0.309,0.783,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788,pop
Cascada,Everytime We Touch - Radio Edit,199120,2011,0,0.64,0.977,-5.369,0.0555,0.00461,1.68e-05,0.371,0.493,142.019,"hip hop, pop, Dance/Electronic"
LL Cool J,Control Myself,233973,2006,42,0.825,0.876,-6.556,0.211,0.00928,1.2e-05,0.205,0.48,120.066,"hip hop, pop, R&B"
Beyoncé,Deja Vu (feat. Jay-Z),240280,2007,57,0.644,0.746,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,"pop, R&B"
Kelis,Bossy,273973,2006,50,0.906,0.633,-5.316,0.19,0.000182,8.34e-06,0.058,0.779,84.021,"pop, R&B, Dance/Electronic"
Bob Sinclar,Love Generation - Radio Edit,207613,2005,49,0.715,0.812,-5.758,0.062,0.175,0.000134,0.044,0.554,128.04,"pop, Dance/Electronic"
Meck,Thunder in My Heart Again (Radio Edit),189800,2005,46,0.679,0.922,-4.67,0.0294,0.000241,0.69,0.0697,0.806,129.016,set()
Girls Aloud,Something Kinda Ooooh,201590,2012,49,0.681,0.908,-3.918,0.0473,0.0232,0.0,0.355,0.879,131.925,"pop, Dance/Electronic"
Rihanna,Unfaithful,226973,2006,70,0.588,0.391,-8.607,0.0334,0.839,0.0,0.227,0.349,144.069,"hip hop, pop, R&B"
Evanescence,Call Me When You're Sober,214706,2006,65,0.45,0.883,-4.094,0.0524,0.00193,0.0,0.293,0.328,93.41,metal
Nickelback,Far Away,238173,2005,70,0.518,0.797,-5.153,0.0309,0.000681,0.0,0.107,0.293,132.918,"rock, metal"
Fall Out Boy,"Dance, Dance",180266,2005,74,0.622,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452,rock
Leona Lewis,A Moment Like This,257293,2007,57,0.261,0.562,-3.667,0.0301,0.423,7.54e-06,0.131,0.167,70.543,"pop, R&B"
Nick Lachey,What's Left Of Me,244613,2006,37,0.42,0.742,-5.665,0.0375,0.142,0.0,0.145,0.294,149.965,pop
Rascal Flatts,Life is a Highway,276773,2006,0,0.561,0.936,-5.409,0.0613,0.00185,0.0,0.102,0.594,103.055,country
Beyoncé,Check On It (feat. Slim Thug),211186,2006,45,0.7,0.887,-3.887,0.218,0.0805,0.0,0.376,0.883,166.104,"pop, R&B"
Keyshia Cole,Love,255333,2005,72,0.688,0.519,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714,"hip hop, pop, R&B"
Ne-Yo,Sexy Love,220853,2006,67,0.693,0.516,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02,"pop, R&B"
JoJo,Too Little Too Late,223680,2006,48,0.535,0.823,-5.338,0.0431,0.0113,3.88e-06,0.146,0.685,83.001,"hip hop, pop, R&B"
Mary J. Blige,One,260466,2005,64,0.344,0.874,-3.161,0.0777,0.0841,0.0,0.129,0.269,185.888,"pop, R&B"
Amy Winehouse,You Know I'm No Good,256946,2006,63,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,R&B
Rascal Flatts,What Hurts The Most,214106,2006,69,0.537,0.674,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002,country
Red Hot Chili Peppers,Dani California,282160,2006,76,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,rock
Scissor Sisters,I Don't Feel Like Dancin',288360,2006,63,0.707,0.923,-3.409,0.0276,0.0195,0.0,0.342,0.845,108.023,"pop, rock, Dance/Electronic"
Ne-Yo,So Sick,207186,2006,75,0.452,0.574,-8.336,0.31,0.246,0.0,0.189,0.58,92.791,"pop, R&B"
Hinder,Lips Of An Angel,261053,2019,35,0.474,0.744,-5.386,0.0341,0.0208,1.22e-06,0.209,0.238,129.005,"pop, rock, metal"
The Raconteurs,"Steady, As She Goes",215266,2006,56,0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696,rock
The Fratellis,Chelsea Dagger,215306,2006,68,0.511,0.815,-3.14,0.144,0.0491,0.0,0.0826,0.586,154.514,rock
The Pussycat Dolls,Stickwitu,207506,2005,67,0.548,0.554,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918,"pop, R&B"
Panic! At The Disco,I Write Sins Not Tragedies,185586,2005,70,0.566,0.815,-4.481,0.14,0.0737,0.0,0.12,0.672,169.961,rock
James Blunt,Goodbye My Lover,258653,2005,67,0.432,0.261,-12.591,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop
Christina Aguilera,Ain't No Other Man,228906,2006,63,0.862,0.742,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91,pop
Westlife,The Rose,219106,2006,0,0.272,0.203,-9.706,0.0294,0.784,0.0,0.0805,0.172,109.581,pop
Keane,Is It Any Wonder?,186173,2006,59,0.489,0.955,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,pop
Orson,No Tomorrow,167493,2006,46,0.656,0.624,-4.623,0.0691,0.0065,0.0,0.278,0.735,124.082,pop
KT Tunstall,Black Horse And The Cherry Tree,172373,2005,64,0.748,0.786,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833,"World/Traditional, pop, Folk/Acoustic"
Natasha Bedingfield,Unwritten,259333,2004,2,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.0822,0.629,100.011,pop
Razorlight,America,249760,2006,67,0.447,0.568,-4.975,0.0305,0.295,3.26e-06,0.355,0.149,90.933,"rock, pop"
James Morrison,You Give Me Something,213173,2006,64,0.559,0.688,-6.496,0.114,0.216,0.0,0.0855,0.578,79.753,"pop, R&B"
Snow Patrol,You're All I Have,273333,2006,35,0.467,0.921,-4.554,0.045,5.48e-05,0.0566,0.176,0.501,132.013,"World/Traditional, rock, pop"
The Fray,How to Save a Life,262533,2005,79,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,pop
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,2006,61,0.7,0.465,-6.815,0.358,0.544,0.0,0.606,0.719,108.102,"World/Traditional, pop"
My Chemical Romance,Welcome to the Black Parade,311106,2006,76,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,rock
Razorlight,In The Morning,222453,2006,59,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,0.686,124.191,"rock, pop"
The All-American Rejects,Dirty Little Secret,193653,2005,65,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop"
James Morrison,Wonderful World,210066,2006,49,0.474,0.71,-4.606,0.029,0.0548,0.0,0.0974,0.591,78.969,"pop, R&B"
Chris Brown,Yo (Excuse Me Miss),229040,2005,69,0.536,0.612,-5.847,0.272,0.119,0.0,0.209,0.57,86.768,"hip hop, pop, R&B"
P!nk,Who Knew,208493,2006,0,0.688,0.734,-4.569,0.0274,0.00462,0.0,0.0756,0.46,140.004,pop
The Kooks,Naive,203506,2006,73,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304,rock
Leona Lewis,Bleeding Love,262466,2007,75,0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,"pop, R&B"
Rihanna,Umbrella,275986,2008,81,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,"hip hop, pop, R&B"
Britney Spears,Gimme More,251240,2007,79,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop
Fergie,Big Girls Don't Cry (Personal),268120,2006,76,0.708,0.641,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082,"pop, R&B"
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,2007,0,0.698,0.844,-4.789,0.0544,0.00253,0.000426,0.124,0.896,105.828,pop
Plain White T's,Hey There Delilah,232533,2005,78,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,pop
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,2006,70,0.687,0.723,-4.751,0.0709,0.122,0.00102,0.573,0.432,76.0,pop
Gwen Stefani,The Sweet Escape,246466,2006,71,0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,"pop, R&B"
Timbaland,The Way I Are,179120,2007,80,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,"hip hop, pop, R&B"
Nelly Furtado,Say It Right,223080,2006,81,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,"hip hop, pop, latin"
Ida Corr,Let Me Think About It,151973,2012,43,0.762,0.754,-3.425,0.046,0.00022,0.0665,0.146,0.715,129.026,set()
Alex Gaudino,Destination Calabria - Radio Edit,223111,2007,73,0.627,0.954,-4.804,0.0425,0.0015,0.000814,0.292,0.312,128.016,Dance/Electronic
September,Cry for You,209800,2007,65,0.767,0.881,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018,"pop, Dance/Electronic"
Eric Prydz,Proper Education - Radio Edit,198567,2007,0,0.537,0.937,-4.543,0.0523,0.00102,0.035,0.0917,0.324,124.938,"pop, Dance/Electronic"
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,2015,0,0.827,0.931,-4.474,0.202,0.0153,0.21,0.0992,0.491,127.995,"pop, Dance/Electronic"
Ciara,Like a Boy,237053,2006,68,0.701,0.724,-5.751,0.145,0.267,0.0,0.0867,0.425,132.035,"pop, R&B"
Beyoncé,Beautiful Liar,199853,2007,64,0.764,0.751,-3.74,0.0703,0.00554,0.000237,0.164,0.418,91.977,"pop, R&B"
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,2007,59,0.584,0.681,-5.084,0.0781,0.495,0.0,0.289,0.821,79.702,"hip hop, pop"
Soulja Boy,Crank That (Soulja Boy),221933,2007,74,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141,"hip hop, pop"
Rihanna,Shut Up And Drive,212280,2008,69,0.735,0.826,-4.902,0.0349,0.00101,0.129,0.197,0.74,132.964,"hip hop, pop, R&B"
Lloyd,Get It Shawty,209533,2007,62,0.822,0.905,-4.032,0.241,0.123,0.0,0.0496,0.674,128.014,"hip hop, pop, R&B"
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,2006,17,0.847,0.861,-6.632,0.0603,0.278,0.029,0.0626,0.724,127.894,set()
Linkin Park,What I've Done,205613,2007,77,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,"rock, metal"
Keyshia Cole,Last Night,255706,2007,60,0.918,0.857,-5.032,0.0623,0.166,0.0003,0.0855,0.972,121.006,"hip hop, pop, R&B"
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,68,0.729,0.658,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043,"hip hop, pop, R&B"
Finger Eleven,Paralyzer,208106,2007,73,0.644,0.939,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031,"rock, metal"
Justin Timberlake,Summer Love,252973,2006,66,0.606,0.591,-7.228,0.087,0.0756,0.0,0.328,0.477,95.802,pop
Take That,Patience,202066,2006,64,0.309,0.783,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788,pop
Arctic Monkeys,Brianstorm,172866,2007,67,0.42,0.974,-4.706,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,rock
Justin Timberlake,My Love (feat. T.I.),276160,2006,72,0.771,0.68,-5.881,0.224,0.277,1.18e-05,0.682,0.808,119.952,pop
My Chemical Romance,Teenagers,161920,2006,80,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647,rock
Calvin Harris,Acceptable in the 80's,333680,2007,57,0.787,0.808,-5.454,0.0511,0.0143,0.257,0.0466,0.942,127.99,"hip hop, pop, Dance/Electronic"
Sugababes,About You Now,212400,2007,66,0.584,0.699,-6.065,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,"pop, R&B"
Ne-Yo,Because Of You,266840,2007,74,0.81,0.538,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97,"pop, R&B"
Daughtry,It's Not Over,215173,2016,45,0.45,0.921,-3.476,0.0538,0.0467,0.0,0.311,0.413,145.959,"pop, rock, metal"
Lloyd,You,273133,2007,70,0.412,0.876,-6.008,0.47,0.102,0.0,0.297,0.703,130.159,"hip hop, pop, R&B"
Klaxons,Golden Skans,165120,2007,65,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,rock
Omarion,Ice Box,256426,2006,57,0.775,0.731,-5.446,0.134,0.189,0.0,0.129,0.821,131.105,"hip hop, pop, R&B"
Pretty Ricky,On the Hotline - Amended Version,242586,2007,57,0.704,0.854,-5.477,0.183,0.0185,0.0,0.148,0.688,92.988,"hip hop, pop, R&B"
Nickelback,Rockstar,252040,2005,69,0.616,0.91,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072,"rock, metal"
Fall Out Boy,Thnks fr th Mmrs,203506,2007,76,0.459,0.891,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837,rock
All Time Low,"Dear Maria, Count Me In",182826,2007,76,0.459,0.895,-3.126,0.0805,0.00725,0.0,0.206,0.572,181.04,rock
Keyshia Cole,Let It Go,238360,2007,58,0.808,0.721,-5.165,0.213,0.197,0.0,0.205,0.773,94.955,"hip hop, pop, R&B"
Ciara,Promise,267413,2006,56,0.697,0.629,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,"pop, R&B"
Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,2007,45,0.753,0.759,-4.829,0.0487,0.0523,0.0,0.0263,0.706,114.999,"pop, latin"
T2,Heartbroken - Edit,178613,2017,59,0.716,0.757,-5.438,0.0329,0.0258,0.00392,0.16,0.877,139.986,Dance/Electronic
Robyn,With Every Heartbeat,254920,2005,36,0.477,0.865,-4.462,0.0395,0.00877,4.52e-05,0.271,0.413,120.872,"pop, Dance/Electronic"
