artist,song,duration_ms,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Sheppard,Geronimo,218227,2014,0,0.707,0.771,-6.275,0.0783,0.434,0.0013,0.115,0.437,142.016,"pop, rock, Dance/Electronic"
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,2014,0,0.787,0.848,-4.696,0.0549,0.0915,0.0,0.15,0.947,121.989,"pop, Dance/Electronic"
Sam Smith,Money On My Mind,192670,2014,62,0.688,0.841,-5.217,0.179,0.204,0.000295,0.229,0.743,133.912,pop
Jason Derulo,Trumpets,217306,2013,53,0.627,0.703,-4.884,0.236,0.563,0.0,0.0962,0.64,81.897,"hip hop, pop"
Ed Sheeran,Thinking out Loud,281560,2014,81,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,pop
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,2015,81,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,"hip hop, pop"
Justin Bieber,What Do You Mean?,205680,2015,77,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,2015,73,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,"hip hop, pop, Dance/Electronic"
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,2014,76,0.659,0.381,-5.922,0.0304,0.385,0.0,0.0972,0.426,119.844,"pop, R&B"
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,2015,78,0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,"pop, rock, Dance/Electronic"
Calvin Harris,Outside (feat. Ellie Goulding),227266,2014,78,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,"hip hop, pop, Dance/Electronic"
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,2014,75,0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,"hip hop, pop, Dance/Electronic"
Taylor Swift,Blank Space,231826,2014,82,0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,pop
Deorro,Five More Hours,211975,2015,66,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,"pop, Dance/Electronic"
Avicii,The Nights,176658,2014,85,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,247266,2014,69,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,"hip hop, pop, Dance/Electronic"
Taylor Swift,Bad Blood,200106,2015,70,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,2015,49,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,"hip hop, pop"
Robin Schulz,Sugar (feat. Francesco Yates),219043,2015,76,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,"pop, Dance/Electronic"
Calvin Harris,How Deep Is Your Love,212640,2015,76,0.738,0.868,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,"hip hop, pop, Dance/Electronic"
Philip George,Wish You Were Mine - Radio Edit,177560,2014,65,0.654,0.832,-4.164,0.0293,0.0126,0.0901,0.102,0.407,123.002,"pop, Dance/Electronic"
Trey Songz,Na Na,231906,2015,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975,"hip hop, pop, R&B"
Fall Out Boy,Centuries,228360,2015,80,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,rock
Lost Frequencies,Are You With Me - Radio Edit,138842,2014,33,0.776,0.574,-9.882,0.0317,0.466,7.83e-05,0.131,0.412,121.03,"pop, Dance/Electronic"
Twenty One Pilots,Stressed Out,202333,2015,83,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,rock
Fifth Harmony,Worth It (feat. Kid Ink),224573,2015,73,0.884,0.765,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,pop
KALEO,Way down We Go,219560,2015,63,0.59,0.578,-5.798,0.0528,0.612,0.000162,0.0837,0.264,81.663,"rock, classical"
Sam Smith,Like I Can,167065,2014,79,0.656,0.627,-6.627,0.0379,0.343,2.17e-05,0.124,0.481,99.933,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,2015,49,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,"hip hop, pop, Dance/Electronic"
Martin Solveig,Intoxicated - New Radio Mix,159693,2015,48,0.8,0.677,-4.023,0.0393,0.00563,0.00409,0.0838,0.547,125.004,"pop, Dance/Electronic"
Avicii,Waiting For Love,230613,2015,79,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,"pop, Dance/Electronic"
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,2018,72,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971,"hip hop, pop, Dance/Electronic"
Taylor Swift,Wildest Dreams,220440,2014,78,0.553,0.664,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop
Galantis,Runaway (U & I),227073,2015,74,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,"pop, Dance/Electronic"
Zara Larsson,Lush Life,202213,2015,0,0.658,0.741,-2.86,0.0536,0.141,0.0,0.189,0.789,98.024,"pop, Dance/Electronic"
One Direction,Drag Me Down,192120,2015,79,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,pop
Years & Years,King,215360,2015,0,0.559,0.848,-4.125,0.0388,0.0665,0.0,0.382,0.466,119.977,"pop, Dance/Electronic"
Lemaitre,Closer,270589,2017,59,0.583,0.785,-3.991,0.0337,0.0012,0.0127,0.124,0.355,91.977,pop
Selena Gomez,Same Old Love,229080,2015,69,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,pop
Flo Rida,My House,192190,2015,76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,"hip hop, pop"
Silentó,Watch Me (Whip / Nae Nae),185131,2015,0,0.819,0.768,-8.522,0.134,0.234,0.0,0.334,0.964,139.982,hip hop
The Strumbellas,Spirits,203653,2016,71,0.556,0.658,-6.075,0.0265,0.164,0.0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop"
Beyoncé,7/11,213506,2014,69,0.747,0.705,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024,"pop, R&B"
Zara Larsson,Never Forget You,213427,2017,73,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,"pop, Dance/Electronic"
Jeremih,oui,238320,2015,77,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521,"hip hop, pop, R&B"
Drake,Hotline Bling,267066,2016,77,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B"
Selena Gomez,Kill Em With Kindness,217906,2015,64,0.757,0.884,-5.488,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,pop
Birdy,Let It All Go,280757,2015,68,0.383,0.43,-8.644,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,pop
Ariana Grande,Love Me Harder,236133,2014,74,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,pop
The Weeknd,Can't Feel My Face,213520,2015,79,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,"pop, R&B"
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,55,0.336,0.664,-5.68,0.102,0.166,1.31e-06,0.0575,0.294,186.394,"pop, R&B"
X Ambassadors,Renegades,195200,2015,75,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
R. City,Locked Away (feat. Adam Levine),227480,2015,77,0.509,0.671,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,pop
Kygo,Stole the Show,223186,2016,74,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034,"pop, Dance/Electronic"
Hozier,Take Me To Church,241688,2014,81,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,"Folk/Acoustic, pop"
Taylor Swift,Style,231000,2014,77,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop
Alessia Cara,Here,199453,2015,0,0.379,0.799,-4.031,0.163,0.0804,0.0,0.0793,0.359,120.892,"pop, R&B"
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,2015,66,0.261,0.302,-8.19,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,47,0.599,0.869,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061,"hip hop, pop, Dance/Electronic"
Kygo,Firestone,271640,2016,76,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,"pop, Dance/Electronic"
Petit Biscuit,Sunset Lover,237792,2015,71,0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic
Shawn Mendes,Stitches,206880,2015,78,0.746,0.754,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,2015,67,0.854,0.766,-4.697,0.141,0.0242,0.0,0.0793,0.784,118.004,"hip hop, pop"
Selena Gomez,The Heart Wants What It Wants,227373,2014,64,0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,2015,74,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,"pop, Dance/Electronic"
Ellie Goulding,On My Mind,213445,2015,0,0.699,0.688,-6.607,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,"pop, rock, Dance/Electronic"
Joel Adams,Please Don't Go,210580,2015,71,0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,R&B
Zedd,I Want You To Know,238800,2015,0,0.561,0.877,-2.215,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,"hip hop, pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,2015,67,0.644,0.57,-6.994,0.052,0.484,0.0,0.299,0.527,113.945,"pop, Dance/Electronic"
BØRNS,Electric Love,218173,2015,0,0.373,0.858,-6.536,0.0889,0.00407,0.0016,0.256,0.605,120.063,"rock, pop"
Sigala,Easy Love,229813,2018,66,0.68,0.942,-4.208,0.0631,0.175,0.0013,0.117,0.647,123.976,"pop, Dance/Electronic"
Justin Bieber,Sorry,200786,2015,80,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,pop
Ariana Grande,One Last Time,197266,2014,79,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,pop
Little Mix,Black Magic,211773,2015,1,0.777,0.896,-4.467,0.0619,0.0352,0.0,0.317,0.843,111.987,pop
One Direction,Perfect,230333,2015,77,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933,pop
Years & Years,Shine,255506,2015,55,0.667,0.716,-5.21,0.0349,0.189,0.0,0.104,0.493,108.002,"pop, Dance/Electronic"
Meghan Trainor,Lips Are Movin,182666,2015,70,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,pop
Nicky Jam,El Perdón - Forgiveness,206666,2017,51,0.736,0.719,-3.839,0.0357,0.256,0.0,0.0909,0.656,90.013,latin
Drake,One Dance,173986,2016,84,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,"hip hop, pop, R&B"
Justin Bieber,Love Yourself,233720,2015,0,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,pop
The Chainsmokers,Closer,244960,2016,83,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,"pop, Dance/Electronic"
Adele,Hello,295502,2015,1,0.471,0.431,-6.129,0.0342,0.329,0.0,0.0854,0.289,157.98,"pop, R&B"
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,72,0.841,0.639,-6.052,0.0688,0.0156,0.0654,0.0545,0.675,99.002,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,67,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,pop
OneRepublic,Wherever I Go,169773,2016,70,0.552,0.689,-6.444,0.0425,0.0915,0.0,0.27,0.349,99.961,pop
Coldplay,Hymn for the Weekend,258266,2015,82,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,"rock, pop"
Justin Bieber,Sorry,200786,2015,80,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,2016,76,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,pop
WILLOW,Wait a Minute!,196520,2015,86,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,"pop, R&B, Dance/Electronic"
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,68,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,"hip hop, pop, Dance/Electronic"
Astrid S,Hurts So Good,208728,2016,0,0.672,0.589,-5.008,0.049,0.082,0.0,0.0962,0.379,120.036,"rock, pop, Dance/Electronic"
Twenty One Pilots,Heathens,195920,2016,80,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,rock
Galantis,No Money,189126,2016,67,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,208373,2016,79,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,"pop, Dance/Electronic"
Alok,Hear Me Now,192846,2016,51,0.788,0.43,-7.757,0.0419,0.537,0.00261,0.0936,0.461,121.996,"pop, Dance/Electronic"
Cheat Codes,Sex,228361,2016,0,0.51,0.692,-5.825,0.171,0.00451,0.0,0.138,0.209,102.42,"pop, Dance/Electronic"
Meghan Trainor,NO,213506,2017,69,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,pop
Dua Lipa,Hotter Than Hell,187957,2017,65,0.532,0.868,-4.23,0.0908,0.011,0.0,0.0584,0.529,110.127,pop
Martin Garrix,In the Name of Love,195706,2016,76,0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,"pop, Dance/Electronic"
Alan Walker,Faded,212106,2018,78,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,Dance/Electronic
DJ Snake,Let Me Love You,205946,2016,81,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,"hip hop, pop, Dance/Electronic"
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,2016,79,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,"hip hop, pop, Dance/Electronic"
Marshmello,Alone,273802,2016,71,0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99,"pop, Dance/Electronic"
Shawn Mendes,I Know What You Did Last Summer,223853,2015,73,0.687,0.761,-4.582,0.0876,0.102,0.0,0.147,0.743,113.939,pop
Selena Gomez,Same Old Love,229080,2015,69,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,pop
Calvin Harris,My Way,219159,2016,74,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,193253,2016,64,0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956,"pop, rock"
Twenty One Pilots,Ride,214506,2015,80,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,rock
Flo Rida,My House,192190,2015,76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,"hip hop, pop"
Ariana Grande,Dangerous Woman,235946,2016,0,0.677,0.604,-5.32,0.0385,0.0612,0.0,0.353,0.297,134.052,pop
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,2016,79,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,pop
AlunaGeorge,I'm In Control,209425,2016,0,0.734,0.847,-3.713,0.0346,0.355,0.000144,0.154,0.673,104.013,"pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,2016,68,0.716,0.908,-3.254,0.103,0.0858,0.0,0.135,0.869,91.03,"pop, latin"
MNEK,Never Forget You,213427,2015,45,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),183414,2016,70,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,"pop, Dance/Electronic"
Drake,Hotline Bling,267066,2016,0,0.903,0.62,-8.094,0.0587,0.00347,0.000119,0.0504,0.539,134.96,"hip hop, pop, R&B"
Ariana Grande,Into You,244453,2016,3,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853,pop
Shawn Mendes,Treat You Better,187973,2017,82,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,pop
Coldplay,Adventure of a Lifetime,263786,2015,76,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,"rock, pop"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,2016,0,0.79,0.705,-4.684,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,"pop, Dance/Electronic"
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,2016,69,0.332,0.635,-5.653,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,"pop, R&B"
X Ambassadors,Renegades,195200,2015,75,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
99 Souls,The Girl Is Mine,216613,2016,55,0.683,0.943,-3.6,0.0397,0.00423,0.0972,0.0356,0.706,118.991,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),255889,2016,51,0.369,0.618,-6.304,0.249,0.161,0.0,0.257,0.467,191.863,"hip hop, pop, Dance/Electronic"
Kiiara,Gold,225882,2015,55,0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,"rock, pop, Dance/Electronic"
Kygo,Stole the Show,222813,2016,0,0.678,0.633,-6.443,0.171,0.151,0.0,0.147,0.478,99.886,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2016,75,0.803,0.585,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,pop
Alessia Cara,Here,199453,2016,66,0.376,0.822,-3.974,0.104,0.0783,0.0,0.0841,0.327,120.493,"pop, R&B"
DJ Snake,Middle,220573,2016,0,0.611,0.7,-5.331,0.0436,0.0199,0.0,0.0549,0.213,104.981,"hip hop, pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,202149,2015,46,0.683,0.91,-1.231,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,"pop, Dance/Electronic"
Charlie Puth,Dangerously,199133,2016,62,0.696,0.517,-8.379,0.0366,0.364,0.0,0.197,0.23,112.291,pop
Nick Jonas,Close,234213,2016,69,0.654,0.623,-5.273,0.082,0.253,0.0,0.144,0.401,123.996,pop
Jonas Blue,Perfect Strangers,196613,2016,0,0.742,0.819,-5.307,0.0487,0.372,0.0,0.277,0.709,117.986,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,2016,0,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Roses,226738,2015,73,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,"pop, Dance/Electronic"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,2016,68,0.632,0.702,-5.92,0.148,0.0114,0.0,0.108,0.523,162.958,pop
Steve Aoki,Just Hold On,198774,2016,63,0.647,0.932,-3.515,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,"hip hop, pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),225914,2016,60,0.605,0.77,-3.645,0.0446,0.0431,0.0,0.159,0.298,130.037,"pop, Dance/Electronic"
Jonas Blue,Fast Car,212424,2015,1,0.459,0.587,-6.983,0.0785,0.453,0.0,0.307,0.581,113.901,"pop, Dance/Electronic"
Bastille,Good Grief,206493,2016,65,0.73,0.758,-4.888,0.0653,0.147,0.0,0.311,0.877,120.041,"pop, rock"
Sia,The Greatest (feat. Kendrick Lamar),210226,2016,68,0.668,0.725,-6.127,0.266,0.0102,0.000479,0.0561,0.729,191.944,pop
PARTYNEXTDOOR,Not Nice,202661,2016,62,0.598,0.496,-9.309,0.0804,0.0253,0.00132,0.12,0.725,128.06,"hip hop, pop, R&B"
Hilltop Hoods,1955,239280,2016,63,0.766,0.5,-7.558,0.0695,0.719,5.91e-06,0.304,0.71,84.044,"hip hop, pop"
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2016,62,0.689,0.791,-5.194,0.053,0.023,0.0,0.0526,0.755,95.04,pop
Daya,"Sit Still, Look Pretty",202221,2016,1,0.657,0.739,-4.081,0.274,0.141,0.0,0.178,0.543,181.994,"rock, pop, Dance/Electronic"
MØ,Final Song,235826,2016,66,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,"pop, Dance/Electronic"
Little Mix,Shout Out to My Ex,246240,2017,1,0.773,0.747,-4.061,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,pop
The Lumineers,Ophelia,160097,2016,0,0.664,0.576,-6.429,0.0286,0.63,0.000198,0.0902,0.621,76.026,"pop, Folk/Acoustic"
Frank Ocean,Pink + White,184516,2016,79,0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738,"hip hop, pop, R&B"
Ed Sheeran,Shape of You,233712,2017,84,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,pop
Sean Paul,No Lie,221176,2018,84,0.742,0.882,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04,"hip hop, pop"
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,2017,0,0.66,0.786,-4.757,0.17,0.209,0.0,0.112,0.846,177.833,"pop, latin"
Sam Smith,Too Good At Goodbyes,201000,2017,79,0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,2016,75,0.72,0.763,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965,"pop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),216896,2017,1,0.768,0.517,-4.323,0.0312,0.186,3.8e-05,0.104,0.418,104.992,pop
Imagine Dragons,Thunder,187146,2017,1,0.6,0.81,-4.749,0.0479,0.00683,0.21,0.155,0.298,167.88,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,2018,68,0.783,0.61,-6.124,0.0696,0.343,0.0,0.0983,0.418,100.047,pop
The Chainsmokers,Something Just Like This,247160,2017,83,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,"pop, Dance/Electronic"
Ed Sheeran,Perfect,263400,2017,85,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,pop
MGMT,Little Dark Age,299960,2018,81,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512,rock
Billie Eilish,Bored,180933,2017,84,0.614,0.318,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,"pop, Dance/Electronic"
Axwell /\ Ingrosso,More Than You Know,203000,2017,0,0.645,0.741,-4.989,0.0339,0.0323,0.0,0.29,0.534,123.07,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,2017,77,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,"pop, Dance/Electronic"
J Balvin,Mi Gente,189029,2017,53,0.548,0.701,-4.862,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,latin
Zara Larsson,Ain't My Fault,224030,2017,67,0.576,0.782,-4.825,0.0296,0.00778,0.0,0.285,0.355,141.153,"pop, Dance/Electronic"
Travis Scott,BUTTERFLY EFFECT,190677,2017,0,0.763,0.598,-6.865,0.0539,0.0714,0.0,0.112,0.182,140.987,"hip hop, Dance/Electronic"
Ayo & Teo,Rolex,238586,2017,69,0.804,0.886,-2.512,0.04,0.0837,0.0,0.266,0.789,144.946,"hip hop, pop"
Imagine Dragons,Whatever It Takes,201240,2017,80,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,rock
Chord Overstreet,Hold On,198853,2017,80,0.618,0.443,-9.681,0.0526,0.469,0.0,0.0829,0.167,119.949,"pop, Folk/Acoustic"
Jax Jones,Breathe,207629,2017,58,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.143,0.686,125.985,"hip hop, pop, Dance/Electronic"
Imagine Dragons,Believer,204346,2017,1,0.779,0.787,-4.305,0.108,0.0524,0.0,0.14,0.708,124.982,rock
Natti Natasha,Criminal,232549,2017,74,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997,"pop, latin"
Selena Gomez,Fetish (feat. Gucci Mane),186112,2017,69,0.708,0.618,-4.424,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,pop
Charlie Puth,Attention,211475,2017,0,0.774,0.626,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,pop
Big Shaq,Man's Not Hot,186026,2017,62,0.905,0.884,-4.076,0.236,0.111,8.31e-05,0.107,0.588,135.048,"pop, Dance/Electronic"
Anne-Marie,Ciao Adios,200104,2017,57,0.698,0.882,-3.078,0.0863,0.127,0.0,0.15,0.445,106.083,"pop, Dance/Electronic"
Rag'n'Bone Man,Human,200186,2017,76,0.602,0.707,-4.097,0.302,0.393,0.0,0.165,0.554,75.087,R&B
Taylor Swift,Look What You Made Me Do,211853,2017,76,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,pop
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,2017,70,0.688,0.822,-3.304,0.0537,0.0642,0.0,0.241,0.66,91.011,"pop, latin"
Martin Garrix,Scared to Be Lonely,220883,2017,77,0.584,0.54,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972,"pop, Dance/Electronic"
Jonas Blue,Mama,181614,2017,51,0.739,0.792,-4.256,0.0418,0.091,0.0,0.0516,0.547,104.016,"pop, Dance/Electronic"
Martin Jensen,Solo Dance,174933,2016,0,0.744,0.836,-2.396,0.0507,0.0435,0.0,0.194,0.36,114.965,"pop, Dance/Electronic"
Taylor Swift,...Ready For It?,208186,2017,73,0.613,0.764,-6.509,0.136,0.0527,0.0,0.197,0.417,160.015,pop
David Guetta,2U (feat. Justin Bieber),194896,2017,67,0.548,0.65,-5.827,0.0591,0.219,0.0,0.225,0.557,144.937,"hip hop, pop, Dance/Electronic"
